customer_customerNumber,customer_customerName,customer_customerType,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_customerLocation,customer_status,customer_statusText
512,Paul Munee,Individual,Paul,Munee,0723971095,875 Mama Ngina St,Apt 75,64553,Garissa,Jomvu,"Garissa, Kenya",1,Active
513,Josephine Kabila,Individual,Josephine,Kabila,0774854959,733 Ngong Rd,Apt 27,59466,Mombasa,Changamwe,"Mombasa, Kenya",0,Dormant
514,Jean Mwangi,Individual,Jean,Mwangi,0799691970,121 Kileleshwa Rd,Apt 88,29047,Kitui,Likoni,"Kitui, Kenya",1,Active
515,Mutiso Yusuf,Individual,Mutiso,Yusuf,0726620643,485 Ngong Rd,Apt 3,10678,Laikipia,Embakasi,"Laikipia, Kenya",1,Active
516,[Business] Sarova Residences,Business,Michelle,Kiplagat,0720596252,167 Gigiri Rd,Apt 95,40985,Wajir,Nyando,"Wajir, Kenya",1,Active
517,Kamau Mwangi,Individual,Kamau,Mwangi,0717329868,875 Jogoo Rd,Apt 37,59676,Meru,Gilgil,"Meru, Kenya",1,Active
518,Paul Kabila,Individual,Paul,Kabila,0711165467,800 Mama Ngina St,Apt 46,65692,Kisumu,Nakuru Town,"Kisumu, Kenya",0,Dormant
519,Patrick Abdi,Individual,Patrick,Abdi,0743819681,695 Gigiri Rd,Apt 85,64600,Isiolo,Likoni,"Isiolo, Kenya",0,Dormant
520,Claude Mandela,Individual,Claude,Mandela,0708330799,158 Jogoo Rd,Apt 45,39482,Tharaka-Nithi,Kasarani,"Tharaka-Nithi, Kenya",1,Active
521,[Business] Boma Haven,Business,Njeri,Mukasa,0780865426,247 South C Rd,Apt 42,35031,Kisumu,Gilgil,"Kisumu, Kenya",1,Active
522,Emmanuelle Kariuki,Individual,Emmanuelle,Kariuki,0782991416,174 Nairobi St,Apt 27,64013,Muranga,Kisumu Central,"Muranga, Kenya",1,Active
523,[Business] InterContinental Inn,Business,Michel,Mbeki,0793947903,930 Runda Dr,Apt 59,39852,Marsabit,Kisauni,"Marsabit, Kenya",0,Dormant
524,[Business] PrideInn Residences,Business,Wambui,Mbeki,0784415717,929 Karen Rd,Apt 94,73087,Nairobi,Nyando,"Nairobi, Kenya",0,Dormant
525,[Business] Boma Hotel,Business,Kamau,Mukasa,0753518389,679 Moi Ave,Apt 97,65717,Isiolo,Nyali,"Isiolo, Kenya",0,Dormant
526,[Business] Neptune Residences,Business,Kiptoo,Mbeki,0746338330,764 James Gichuru Rd,Apt 58,31574,Kiambu,Turbo,"Kiambu, Kenya",0,Dormant
527,[Business] Boma Hotel,Business,Joseph,Mugabe,0756661804,809 Embakasi Rd,Apt 84,87567,Isiolo,Gilgil,"Isiolo, Kenya",0,Dormant
528,[Business] Tamarind Lodge,Business,Alain,Munzala,0723937069,191 Uhuru Hwy,Apt 10,52425,Mombasa,Moiben,"Mombasa, Kenya",0,Dormant
529,Joseph Lumumba,Individual,Joseph,Lumumba,0702908286,564 Nakuru Blvd,Apt 35,6270,Embu,Subukia,"Embu, Kenya",1,Active
530,[Business] Voyager Haven,Business,Pierre,Omar,0731666027,523 Runda Dr,Apt 79,72905,Garissa,Moiben,"Garissa, Kenya",0,Dormant
531,Wambui Zuma,Individual,Wambui,Zuma,0776480008,232 Thika Rd,Apt 57,77261,Muranga,Eldoret East,"Muranga, Kenya",1,Active
532,[Business] Swahili Resort,Business,Amina,Mutombo,0764930079,883 Jogoo Rd,Apt 84,38193,Garissa,Nyali,"Garissa, Kenya",1,Active
533,Felix Malema,Individual,Felix,Malema,0774759232,246 Lavington Rd,Apt 91,78837,Muranga,Kisumu East,"Muranga, Kenya",1,Active
534,Njeri Mandela,Individual,Njeri,Mandela,0715827404,370 Haile Selassie Ave,Apt 7,19186,Mandera,Subukia,"Mandera, Kenya",1,Active
535,[Business] Villa Rosa Resort,Business,Joseph,Munyui,0714159855,497 Mombasa Rd,Apt 55,85930,Machakos,Muhoroni,"Machakos, Kenya",1,Active
536,[Business] Baobab Retreat,Business,Joseph,Muthoni,0794943606,849 Waiyaki Way,Apt 5,63754,Eldoret,Eldoret East,"Eldoret, Kenya",1,Active
537,[Business] Swahili Manor,Business,Pauline,Odhiambo,0706264564,41 Gigiri Rd,Apt 41,34182,Machakos,Likoni,"Machakos, Kenya",1,Active
538,[Business] Hilton Lodge,Business,Alain,Odhiambo,0746460529,835 Koinange St,Apt 64,22274,Garissa,Muhoroni,"Garissa, Kenya",0,Dormant
539,[Business] PrideInn Haven,Business,Emmanuelle,Munyua,0722263060,807 Haile Selassie Ave,Apt 100,25308,Nyeri,Kisumu Central,"Nyeri, Kenya",1,Active
540,Claudine Malema,Individual,Claudine,Malema,0761822461,451 Uhuru Hwy,Apt 39,20273,Mombasa,Subukia,"Mombasa, Kenya",1,Active
541,[Business] Sarova Resort,Business,Claudine,Lumumba,0766449141,633 South C Rd,Apt 47,49366,Mombasa,Gilgil,"Mombasa, Kenya",1,Active
542,[Business] Hemingways Retreat,Business,Pauline,Mbeki,0759864204,689 Riverside Dr,Apt 48,89492,Mombasa,Embakasi,"Mombasa, Kenya",1,Active
543,[Business] InterContinental Residences,Business,Michel,Munyui,0712110885,101 Tom Mboya St,Apt 85,25077,Laikipia,Muhoroni,"Laikipia, Kenya",0,Dormant
544,[Business] Villa Rosa Resort,Business,Marie,Mugisha,0794629403,562 Parklands Rd,Apt 93,971,Kiambu,Molo,"Kiambu, Kenya",0,Dormant
545,Achieng Mohammed,Individual,Achieng,Mohammed,0768144340,794 Langata Rd,Apt 15,79436,Baringo,Jomvu,"Baringo, Kenya",1,Active
546,Wambui Mugisha,Individual,Wambui,Mugisha,0739103526,802 Uhuru Hwy,Apt 64,19414,Mandera,Kisumu Central,"Mandera, Kenya",1,Active
547,[Business] Diani Resort,Business,Achieng,Omondi,0702136929,104 Mama Ngina St,Apt 97,41263,Nyeri,Eldoret East,"Nyeri, Kenya",0,Dormant
548,Kiptoo Mandela,Individual,Kiptoo,Mandela,0712109418,138 Embakasi Rd,Apt 97,19251,Embu,Eldoret East,"Embu, Kenya",1,Active
549,Emmanuel Yusuf,Individual,Emmanuel,Yusuf,0780311635,10 Moi Ave,Apt 66,83714,Mandera,Eldoret West,"Mandera, Kenya",1,Active
550,Claudine Munzala,Individual,Claudine,Munzala,0739194017,317 Kileleshwa Rd,Apt 85,17805,Meru,Kasarani,"Meru, Kenya",0,Dormant
551,Michelle Ochieng,Individual,Michelle,Ochieng,0769843947,458 Karen Rd,Apt 25,63426,Machakos,Dagoretti,"Machakos, Kenya",0,Dormant
552,[Business] Fairmont Inn,Business,Jacques,Munyua,0790406748,997 Kilimani Rd,Apt 91,53246,Kitui,Nyando,"Kitui, Kenya",0,Dormant
553,Kamau Mutombo,Individual,Kamau,Mutombo,0792870888,224 Tom Mboya St,Apt 59,12979,Baringo,Kisauni,"Baringo, Kenya",0,Dormant
554,Joseph Osman,Individual,Joseph,Osman,0704675846,724 Westlands Rd,Apt 97,16409,Kisumu,Turbo,"Kisumu, Kenya",1,Active
555,[Business] Leopard Beach Haven,Business,Alaine,Kiplagat,0767636579,546 Nakuru Blvd,Apt 3,83744,Nyeri,Jomvu,"Nyeri, Kenya",0,Dormant
556,[Business] Villa Rosa Haven,Business,Felicite,Mukasa,0798864972,231 Nakuru Blvd,Apt 32,64082,Eldoret,Kasarani,"Eldoret, Kenya",1,Active
557,[Business] PrideInn Inn,Business,Alaine,Mwangi,0746982194,770 Parklands Rd,Apt 77,5156,Laikipia,Subukia,"Laikipia, Kenya",0,Dormant
558,[Business] Hilton Retreat,Business,Josephine,Kagame,0712300650,83 Kiambu Rd,Apt 48,6041,Kiambu,Jomvu,"Kiambu, Kenya",1,Active
559,Kiptoo Munyui,Individual,Kiptoo,Munyui,0786899492,667 State House Rd,Apt 91,67351,Muranga,Changamwe,"Muranga, Kenya",0,Dormant
560,[Business] Villa Rosa Manor,Business,Njeri,Munzala,0773106070,943 Lavington Rd,Apt 4,64884,Mombasa,Westlands,"Mombasa, Kenya",0,Dormant
561,[Business] Neptune Suites,Business,Mwangi,Munzala,0794408268,332 Mama Ngina St,Apt 67,83082,Mandera,Dagoretti,"Mandera, Kenya",1,Active
562,Jeanne Ibrahim,Individual,Jeanne,Ibrahim,0771037636,336 Riverside Dr,Apt 34,36808,Kisumu,Likoni,"Kisumu, Kenya",1,Active
563,Patrick Kabongo,Individual,Patrick,Kabongo,0794498089,486 Thika Rd,Apt 58,88497,Nyeri,Changamwe,"Nyeri, Kenya",1,Active
564,Claudine Wanyama,Individual,Claudine,Wanyama,0721970114,898 Lavington Rd,Apt 88,73391,Kisumu,Muhoroni,"Kisumu, Kenya",0,Dormant
565,Mwangi Kiplagat,Individual,Mwangi,Kiplagat,0762319418,163 South C Rd,Apt 37,43390,Kisumu,Kisauni,"Kisumu, Kenya",0,Dormant
566,[Business] Tamarind Retreat,Business,Njeri,Kabila,0757982797,727 Thika Rd,Apt 36,60065,Embu,Kisumu West,"Embu, Kenya",1,Active
567,[Business] Hemingways Residences,Business,Wambui,Malema,0784098782,310 South B Rd,Apt 79,15850,Muranga,Muhoroni,"Muranga, Kenya",0,Dormant
568,Jean Mugabe,Individual,Jean,Mugabe,0736145412,406 Kimathi St,Apt 72,64442,Garissa,Kisumu East,"Garissa, Kenya",0,Dormant
569,Otieno Ahmed,Individual,Otieno,Ahmed,0717049545,538 Kimathi St,Apt 81,26190,Machakos,Nakuru Town,"Machakos, Kenya",1,Active
570,[Business] PrideInn Retreat,Business,Pauline,Mbeki,0782324018,607 Mombasa Rd,Apt 75,20892,Mombasa,Subukia,"Mombasa, Kenya",1,Active
571,[Business] Diani Suites,Business,Josephine,Yusuf,0736779135,748 Kenyatta Ave,Apt 99,68330,Garissa,Eldoret West,"Garissa, Kenya",1,Active
572,[Business] Neptune Manor,Business,Achieng,Njoroge,0707796657,105 Langata Rd,Apt 100,1066,Laikipia,Eldoret West,"Laikipia, Kenya",1,Active
573,[Business] Baobab Residences,Business,Joseph,Kabongo,0707420144,877 Thika Rd,Apt 17,41910,Meru,Dagoretti,"Meru, Kenya",0,Dormant
574,[Business] Ole Sereni Suites,Business,Wanjiku,Mbeki,0732152297,842 Kilimani Rd,Apt 76,5477,Eldoret,Muhoroni,"Eldoret, Kenya",0,Dormant
575,Achieng Mandela,Individual,Achieng,Mandela,0751327331,827 Riverside Dr,Apt 37,80345,Kitui,Gilgil,"Kitui, Kenya",1,Active
576,Claude Zuma,Individual,Claude,Zuma,0744136609,180 Eldoret Ln,Apt 16,32533,Mandera,Moiben,"Mandera, Kenya",0,Dormant
577,[Business] Fairmont Suites,Business,Patricia,Munzala,0710073472,414 Kenyatta Ave,Apt 78,63924,Tharaka-Nithi,Molo,"Tharaka-Nithi, Kenya",1,Active
578,[Business] InterContinental Lodge,Business,Kiptoo,Mbeki,0729964024,883 Kenyatta Ave,Apt 57,73036,Machakos,Turbo,"Machakos, Kenya",0,Dormant
579,[Business] Severin Suites,Business,Kiptoo,Hussein,0770051111,622 Nairobi St,Apt 24,12163,Garissa,Kesses,"Garissa, Kenya",1,Active
580,[Business] Hemingways Haven,Business,Emmanuelle,Mandela,0703614774,256 State House Rd,Apt 18,64159,Garissa,Westlands,"Garissa, Kenya",1,Active
581,Kiptoo Malema,Individual,Kiptoo,Malema,0725264727,662 Donholm Rd,Apt 52,42734,Tharaka-Nithi,Nakuru Town,"Tharaka-Nithi, Kenya",0,Dormant
582,[Business] PrideInn Suites,Business,Claudine,Yusuf,0792937166,88 Mama Ngina St,Apt 15,33685,Mombasa,Muhoroni,"Mombasa, Kenya",0,Dormant
583,[Business] InterContinental Hotel,Business,Felicite,Bizimana,0714238010,963 State House Rd,Apt 56,25817,Muranga,Kesses,"Muranga, Kenya",1,Active
584,Jean Munyoki,Individual,Jean,Munyoki,0774797279,179 Mama Ngina St,Apt 75,20386,Baringo,Kisumu Central,"Baringo, Kenya",1,Active
585,[Business] Boma Haven,Business,Josephine,Ibrahim,0753126865,32 Parklands Rd,Apt 91,37914,Laikipia,Embakasi,"Laikipia, Kenya",1,Active
586,Emmanuelle Zuma,Individual,Emmanuelle,Zuma,0796350320,580 Nakuru Blvd,Apt 45,7468,Nakuru,Naivasha,"Nakuru, Kenya",0,Dormant
587,Joseph Munyuli,Individual,Joseph,Munyuli,0767049031,949 Kenyatta Ave,Apt 36,12253,Mandera,Muhoroni,"Mandera, Kenya",0,Dormant
588,[Business] InterContinental Lodge,Business,Joseph,Bizimana,0735149599,150 Thika Rd,Apt 53,1714,Muranga,Naivasha,"Muranga, Kenya",0,Dormant
589,Jeanne Nkurunziza,Individual,Jeanne,Nkurunziza,0793783272,109 Kisumu Ave,Apt 8,19100,Tharaka-Nithi,Turbo,"Tharaka-Nithi, Kenya",1,Active
590,Michel Wanyama,Individual,Michel,Wanyama,0734144357,856 Koinange St,Apt 69,31320,Nairobi,Nyali,"Nairobi, Kenya",0,Dormant
591,[Business] Ole Sereni Residences,Business,Alain,Mbeki,0703831763,816 Koinange St,Apt 77,30394,Nyeri,Kisumu East,"Nyeri, Kenya",0,Dormant
592,[Business] Villa Rosa Palace,Business,Claude,Munzala,0728131937,596 Waiyaki Way,Apt 21,86352,Nakuru,Embakasi,"Nakuru, Kenya",1,Active
593,Mutiso Munzala,Individual,Mutiso,Munzala,0795475759,271 Westlands Rd,Apt 99,62809,Kitui,Turbo,"Kitui, Kenya",1,Active
594,[Business] Neptune Retreat,Business,Wambui,Mugabe,0795397133,876 Parklands Rd,Apt 9,9990,Eldoret,Nyando,"Eldoret, Kenya",0,Dormant
595,Marie Wanyama,Individual,Marie,Wanyama,0757140996,806 Jogoo Rd,Apt 2,60095,Meru,Gilgil,"Meru, Kenya",1,Active
596,[Business] Severin Resort,Business,Wambui,Nkurunziza,0781902453,532 Westlands Rd,Apt 93,2813,Kiambu,Dagoretti,"Kiambu, Kenya",1,Active
597,Wanjiku Mohammed,Individual,Wanjiku,Mohammed,0711750567,733 State House Rd,Apt 23,38799,Kisumu,Changamwe,"Kisumu, Kenya",0,Dormant
598,[Business] InterContinental Inn,Business,Marie,Munzala,0767462811,335 Mombasa Rd,Apt 84,76265,Mombasa,Kesses,"Mombasa, Kenya",0,Dormant
599,[Business] Ole Sereni Resort,Business,Michelle,Mbeki,0744890944,624 Kisumu Ave,Apt 74,31785,Nairobi,Kisauni,"Nairobi, Kenya",1,Active
600,[Business] Neptune Haven,Business,Alain,Mutua,0786233309,554 Eldoret Ln,Apt 8,81177,Marsabit,Molo,"Marsabit, Kenya",0,Dormant
601,Claude Mukasa,Individual,Claude,Mukasa,0751459145,813 Runda Dr,Apt 23,69135,Kitui,Molo,"Kitui, Kenya",0,Dormant
602,Achieng Mutombo,Individual,Achieng,Mutombo,0714002696,172 Kileleshwa Rd,Apt 87,13615,Wajir,Kisauni,"Wajir, Kenya",0,Dormant
603,[Business] Safari Haven,Business,Claude,Adan,0754437598,580 Kimathi St,Apt 44,21356,Isiolo,Kisumu Central,"Isiolo, Kenya",1,Active
604,Jean Abdi,Individual,Jean,Abdi,0729933504,101 Kenyatta Ave,Apt 88,74738,Wajir,Nakuru Town,"Wajir, Kenya",1,Active
605,[Business] Voyager Retreat,Business,Emmanuel,Munywe,0750070376,72 South C Rd,Apt 66,78440,Nairobi,Westlands,"Nairobi, Kenya",0,Dormant
606,Wambui Yusuf,Individual,Wambui,Yusuf,0742119111,763 Ngong Rd,Apt 33,49529,Garissa,Nakuru Town,"Garissa, Kenya",0,Dormant
607,Alaine Lumumba,Individual,Alaine,Lumumba,0780511473,659 Kisumu Ave,Apt 34,5944,Eldoret,Embakasi,"Eldoret, Kenya",0,Dormant
608,[Business] Swahili Suites,Business,Pauline,Munyuli,0729816564,446 Lavington Rd,Apt 44,84156,Kitui,Subukia,"Kitui, Kenya",1,Active
609,[Business] Diani Retreat,Business,Pierrette,Hassan,0798831461,991 Tom Mboya St,Apt 85,32449,Mandera,Eldoret East,"Mandera, Kenya",1,Active
610,Jacqueline Mbeki,Individual,Jacqueline,Mbeki,0791913140,960 James Gichuru Rd,Apt 36,16210,Kitui,Nakuru Town,"Kitui, Kenya",0,Dormant
611,Otieno Mbeki,Individual,Otieno,Mbeki,0765780886,215 Nakuru Blvd,Apt 15,21948,Nakuru,Nyando,"Nakuru, Kenya",0,Dormant
612,Felix Kabongo,Individual,Felix,Kabongo,0742125209,186 Westlands Rd,Apt 14,40347,Embu,Turbo,"Embu, Kenya",0,Dormant
613,Wanjiku Kabongo,Individual,Wanjiku,Kabongo,0771798820,189 Parklands Rd,Apt 10,88432,Garissa,Kisumu East,"Garissa, Kenya",1,Active
614,Jacqueline Ahmed,Individual,Jacqueline,Ahmed,0708804896,730 Waiyaki Way,Apt 95,79616,Wajir,Moiben,"Wajir, Kenya",0,Dormant
615,Wambui Munyoki,Individual,Wambui,Munyoki,0796570963,617 Ngong Rd,Apt 40,44191,Baringo,Langata,"Baringo, Kenya",0,Dormant
616,[Business] Swahili Suites,Business,Joseph,Hassan,0710694961,234 Langata Rd,Apt 6,39556,Nairobi,Eldoret East,"Nairobi, Kenya",1,Active
617,[Business] Swahili Manor,Business,Alaine,Kabongo,0743782256,256 Uhuru Hwy,Apt 16,60837,Mombasa,Likoni,"Mombasa, Kenya",1,Active
618,Pierre Munywe,Individual,Pierre,Munywe,0765535801,508 Buruburu Rd,Apt 8,26802,Kitui,Changamwe,"Kitui, Kenya",1,Active
619,Alain Munyao,Individual,Alain,Munyao,0784444332,893 Kisumu Ave,Apt 31,41943,Kiambu,Subukia,"Kiambu, Kenya",0,Dormant
620,Wambui Omondi,Individual,Wambui,Omondi,0722688115,775 Mbagathi Way,Apt 73,4257,Muranga,Kisauni,"Muranga, Kenya",0,Dormant
621,Claudine Malema,Individual,Claudine,Malema,0745612507,794 Kisumu Ave,Apt 36,29999,Kiambu,Eldoret East,"Kiambu, Kenya",0,Dormant
622,[Business] Boma Haven,Business,Emmanuelle,Munyao,0773301627,481 Parklands Rd,Apt 20,1441,Mombasa,Westlands,"Mombasa, Kenya",1,Active
623,Marie Mandela,Individual,Marie,Mandela,0710978359,633 Kenyatta Ave,Apt 84,57287,Nyeri,Kisumu East,"Nyeri, Kenya",0,Dormant
624,Marie Omar,Individual,Marie,Omar,0776065244,873 Koinange St,Apt 35,1119,Meru,Nyali,"Meru, Kenya",0,Dormant
625,[Business] Baobab Residences,Business,Mwangi,Ibrahim,0781852945,513 Tom Mboya St,Apt 18,40127,Nairobi,Subukia,"Nairobi, Kenya",1,Active
626,[Business] InterContinental Residences,Business,Michelle,Mukasa,0760289207,929 Riverside Dr,Apt 4,32018,Isiolo,Kisauni,"Isiolo, Kenya",1,Active
627,Kamau Osman,Individual,Kamau,Osman,0710278089,806 Gigiri Rd,Apt 5,3378,Embu,Naivasha,"Embu, Kenya",0,Dormant
628,[Business] Leopard Beach Retreat,Business,Claudine,Wanyama,0726741207,878 Mbagathi Way,Apt 57,22370,Garissa,Kisumu Central,"Garissa, Kenya",0,Dormant
629,Pierrette Omar,Individual,Pierrette,Omar,0772957680,482 Uhuru Hwy,Apt 60,13448,Machakos,Moiben,"Machakos, Kenya",0,Dormant
630,[Business] Hemingways Hotel,Business,Jacqueline,Ochieng,0713730005,65 Parklands Rd,Apt 3,51845,Embu,Langata,"Embu, Kenya",1,Active
631,Kamau Mbeki,Individual,Kamau,Mbeki,0764139318,703 Jogoo Rd,Apt 21,23206,Kisumu,Moiben,"Kisumu, Kenya",0,Dormant
632,[Business] Neptune Suites,Business,Felicite,Munywe,0700453198,940 Kenyatta Ave,Apt 97,46980,Machakos,Changamwe,"Machakos, Kenya",0,Dormant
633,[Business] Swahili Manor,Business,Wanjiku,Omondi,0768564085,607 Limuru Rd,Apt 24,72038,Machakos,Kisauni,"Machakos, Kenya",1,Active
634,Felicite Omondi,Individual,Felicite,Omondi,0776567624,751 Dennis Pritt Rd,Apt 89,7032,Nairobi,Kesses,"Nairobi, Kenya",0,Dormant
635,[Business] Tamarind Manor,Business,Alaine,Mutombo,0770158659,208 Buruburu Rd,Apt 77,49282,Marsabit,Langata,"Marsabit, Kenya",0,Dormant
636,[Business] Neptune Palace,Business,Kamau,Osman,0764174054,981 Mombasa Rd,Apt 47,39902,Mombasa,Kisumu East,"Mombasa, Kenya",1,Active
637,Achieng Hassan,Individual,Achieng,Hassan,0782302122,769 Donholm Rd,Apt 96,46677,Embu,Nyando,"Embu, Kenya",1,Active
638,Felix Mukasa,Individual,Felix,Mukasa,0767688841,942 Eastleigh Rd,Apt 61,80162,Baringo,Eldoret West,"Baringo, Kenya",1,Active
639,[Business] Tamarind Residences,Business,Claude,Muthoni,0748488953,38 South C Rd,Apt 98,50097,Nakuru,Kesses,"Nakuru, Kenya",0,Dormant
640,[Business] Hilton Residences,Business,Claude,Kiplagat,0763146677,333 Mbagathi Way,Apt 93,44729,Baringo,Moiben,"Baringo, Kenya",0,Dormant
641,[Business] Villa Rosa Lodge,Business,Achieng,Adan,0733857200,255 Moi Ave,Apt 26,82982,Laikipia,Eldoret East,"Laikipia, Kenya",0,Dormant
642,Kiptoo Mandela,Individual,Kiptoo,Mandela,0782231436,594 Parklands Rd,Apt 20,53874,Wajir,Kisumu East,"Wajir, Kenya",0,Dormant
643,[Business] Swahili Palace,Business,Patricia,Munyuli,0716605599,730 Westlands Rd,Apt 2,40725,Isiolo,Kisumu Central,"Isiolo, Kenya",0,Dormant
644,Joseph Mbeki,Individual,Joseph,Mbeki,0744761299,713 Eldoret Ln,Apt 55,22806,Mombasa,Nakuru Town,"Mombasa, Kenya",1,Active
645,Mwangi Munyuli,Individual,Mwangi,Munyuli,0706959787,739 Ngong Rd,Apt 39,13449,Garissa,Nyando,"Garissa, Kenya",0,Dormant
646,[Business] Voyager Inn,Business,Jean,Lumumba,0714883514,456 Kiambu Rd,Apt 32,24567,Nairobi,Kesses,"Nairobi, Kenya",0,Dormant
647,Emmanuelle Munyua,Individual,Emmanuelle,Munyua,0772155218,946 Riverside Dr,Apt 91,62727,Eldoret,Langata,"Eldoret, Kenya",0,Dormant
648,Felix Abdi,Individual,Felix,Abdi,0712361004,950 Waiyaki Way,Apt 100,62161,Laikipia,Kisumu Central,"Laikipia, Kenya",0,Dormant
649,[Business] Nyali Palace,Business,Michelle,Bizimana,0767443584,148 Jogoo Rd,Apt 80,5693,Mombasa,Kesses,"Mombasa, Kenya",0,Dormant
650,Josephine Njoroge,Individual,Josephine,Njoroge,0796566102,412 Haile Selassie Ave,Apt 54,89723,Machakos,Nyando,"Machakos, Kenya",0,Dormant
651,Otieno Mutua,Individual,Otieno,Mutua,0760058920,64 Ngong Rd,Apt 56,12202,Kitui,Changamwe,"Kitui, Kenya",0,Dormant
652,[Business] Ole Sereni Lodge,Business,Alaine,Abdullahi,0707021671,371 Eastleigh Rd,Apt 78,79583,Isiolo,Eldoret East,"Isiolo, Kenya",0,Dormant
653,Amina Omar,Individual,Amina,Omar,0769736597,65 Langata Rd,Apt 12,18704,Machakos,Kisumu West,"Machakos, Kenya",1,Active
654,[Business] Serena Inn,Business,Jean,Zuma,0753727944,172 Lavington Rd,Apt 94,40743,Tharaka-Nithi,Changamwe,"Tharaka-Nithi, Kenya",0,Dormant
655,[Business] Hemingways Palace,Business,Joseph,Mbeki,0729935782,180 Gigiri Rd,Apt 10,58797,Muranga,Kisumu West,"Muranga, Kenya",0,Dormant
656,Patricia Mandela,Individual,Patricia,Mandela,0747583087,282 State House Rd,Apt 28,13973,Nakuru,Likoni,"Nakuru, Kenya",0,Dormant
657,[Business] Voyager Residences,Business,Jean,Mukasa,0721065929,993 Tom Mboya St,Apt 5,53920,Tharaka-Nithi,Kasarani,"Tharaka-Nithi, Kenya",0,Dormant
658,Paul Munzala,Individual,Paul,Munzala,0761332092,523 Limuru Rd,Apt 38,24623,Isiolo,Nyali,"Isiolo, Kenya",1,Active
659,[Business] Diani Retreat,Business,Felicite,Mutombo,0703260069,63 Karen Rd,Apt 66,4914,Baringo,Kisumu Central,"Baringo, Kenya",0,Dormant
660,[Business] Boma Hotel,Business,Joseph,Abdullahi,0797145320,625 Mombasa Rd,Apt 64,64800,Nakuru,Kisumu East,"Nakuru, Kenya",0,Dormant
661,Njeri Mbeki,Individual,Njeri,Mbeki,0768319907,386 South C Rd,Apt 53,69390,Mombasa,Turbo,"Mombasa, Kenya",1,Active
662,[Business] Villa Rosa Haven,Business,Patricia,Mohammed,0745823033,163 State House Rd,Apt 45,21480,Wajir,Likoni,"Wajir, Kenya",1,Active
663,[Business] Boma Resort,Business,Josephine,Njoroge,0732890218,311 Kiambu Rd,Apt 63,7851,Isiolo,Muhoroni,"Isiolo, Kenya",0,Dormant
664,[Business] Hilton Manor,Business,Wanjiku,Kabila,0762169884,78 Kilimani Rd,Apt 31,55524,Nakuru,Naivasha,"Nakuru, Kenya",1,Active
665,[Business] Sarova Hotel,Business,Amina,Mbeki,0761502055,945 Ngong Rd,Apt 20,88269,Kiambu,Kisumu West,"Kiambu, Kenya",0,Dormant
666,[Business] Fairmont Manor,Business,Pierrette,Ibrahim,0771968105,594 Dennis Pritt Rd,Apt 40,53249,Baringo,Eldoret East,"Baringo, Kenya",0,Dormant
667,[Business] Diani Inn,Business,Alain,Mbeki,0754624949,920 Waiyaki Way,Apt 84,31847,Muranga,Likoni,"Muranga, Kenya",0,Dormant
668,Pauline Munywe,Individual,Pauline,Munywe,0730528873,601 Uhuru Hwy,Apt 42,14336,Meru,Eldoret East,"Meru, Kenya",1,Active
669,Jacqueline Mbeki,Individual,Jacqueline,Mbeki,0797727361,874 Kimathi St,Apt 17,72771,Nyeri,Kisumu East,"Nyeri, Kenya",0,Dormant
670,[Business] Baobab Palace,Business,Mwangi,Abdi,0754862236,413 Kileleshwa Rd,Apt 74,18527,Tharaka-Nithi,Nyali,"Tharaka-Nithi, Kenya",1,Active
671,Jean Mbeki,Individual,Jean,Mbeki,0790105626,489 Gigiri Rd,Apt 97,12224,Mombasa,Dagoretti,"Mombasa, Kenya",0,Dormant
672,Claudine Mugisha,Individual,Claudine,Mugisha,0799583498,1 Waiyaki Way,Apt 51,89657,Eldoret,Gilgil,"Eldoret, Kenya",0,Dormant
673,Claude Omar,Individual,Claude,Omar,0712132909,919 Kimathi St,Apt 78,59483,Isiolo,Langata,"Isiolo, Kenya",0,Dormant
674,Amina Abdullahi,Individual,Amina,Abdullahi,0737480770,573 Westlands Rd,Apt 39,27561,Machakos,Nakuru Town,"Machakos, Kenya",0,Dormant
675,Michel Mandela,Individual,Michel,Mandela,0742836600,517 Mama Ngina St,Apt 26,9444,Baringo,Changamwe,"Baringo, Kenya",1,Active
676,[Business] Nyali Palace,Business,Marie,Mukasa,0788499087,541 Kenyatta Ave,Apt 19,20060,Kitui,Nyali,"Kitui, Kenya",0,Dormant
677,Marie Adan,Individual,Marie,Adan,0726259477,259 Koinange St,Apt 67,74322,Eldoret,Embakasi,"Eldoret, Kenya",0,Dormant
678,[Business] Boma Palace,Business,Felix,Bizimana,0752656350,132 Langata Rd,Apt 7,60332,Meru,Molo,"Meru, Kenya",0,Dormant
679,[Business] Serena Palace,Business,Patrick,Omondi,0753294994,443 Kimathi St,Apt 62,51380,Kisumu,Gilgil,"Kisumu, Kenya",1,Active
680,Claude Ibrahim,Individual,Claude,Ibrahim,0788722073,633 Mama Ngina St,Apt 97,64921,Isiolo,Nyali,"Isiolo, Kenya",1,Active
681,[Business] Swahili Resort,Business,Felix,Mugisha,0706625045,275 Buruburu Rd,Apt 7,29854,Nairobi,Subukia,"Nairobi, Kenya",0,Dormant
682,Felicite Wanyama,Individual,Felicite,Wanyama,0768552245,373 Ngong Rd,Apt 60,27062,Isiolo,Molo,"Isiolo, Kenya",1,Active
